Refseq accn,Genbank accn,Organism name,TaxID
PRJNA198388,PRJNA86137,Streptococcus agalactiae FSL S3-062,1154774
PRJNA198389,PRJNA86345,Streptococcus agalactiae MRI Z1-206,1154843
PRJNA198390,PRJNA86343,Streptococcus agalactiae MRI Z1-205,1154842
PRJNA198391,PRJNA86341,Streptococcus agalactiae MRI Z1-204,1154841
PRJNA198392,PRJNA86339,Streptococcus agalactiae MRI Z1-203,1154840
PRJNA198393,PRJNA86337,Streptococcus agalactiae MRI Z1-202,1154839
PRJNA198394,PRJNA86335,Streptococcus agalactiae MRI Z1-201,1154838
PRJNA198395,PRJNA86333,Streptococcus agalactiae MRI Z1-200,1154837
PRJNA198396,PRJNA86615,Streptococcus agalactiae GB01004,1154971
PRJNA198397,PRJNA86613,Streptococcus agalactiae GB01003,1154970
PRJNA198398,PRJNA86611,Streptococcus agalactiae GB00999,1154969
PRJNA198399,PRJNA86601,Streptococcus agalactiae GB00965,1154964
PRJNA198400,PRJNA86599,Streptococcus agalactiae GB00963,1154963
PRJNA198401,PRJNA86595,Streptococcus agalactiae GB00957,1154961
PRJNA198402,PRJNA86591,Streptococcus agalactiae GB00954,1154959
PRJNA198403,PRJNA86589,Streptococcus agalactiae GB00951,1154958
PRJNA198404,PRJNA86585,Streptococcus agalactiae GB00940,1154956
PRJNA198405,PRJNA86571,Streptococcus agalactiae GB00919,1154949
PRJNA198406,PRJNA86559,Streptococcus agalactiae GB00900,1154943
PRJNA198411,PRJNA178572,Bacillus anthracis str. 3154,1248431
PRJNA198412,PRJNA178573,Bacillus anthracis str. 3166,1248436
PRJNA198416,PRJNA78943,Bacillus cereus F,1126681
PRJNA198417,PRJNA173405,Bacillus cereus H-hrb01,1225787
PRJNA198418,PRJNA179326,Bacillus thuringiensis DAR 81934,1257079
PRJNA198419,PRJNA74215,Leptospira santarosai serovar Arenal str. 7,1085550
PRJNA198420,PRJNA74217,Leptospira santarosai serovar Arenal str. 11,1085549
PRJNA198421,PRJNA178172,Leptospira santarosai serovar Shermani str. 1342KT,1242989
PRJNA198422,PRJNA188962,Leptospira santarosai serovar Szwajizak str. Oregon,1291304
PRJNA198423,PRJNA175832,Salmonella enterica subsp. enterica serovar Mbandaka str. 2009K-0807,1235459
PRJNA198424,PRJNA175833,Salmonella enterica subsp. enterica serovar Thompson str. 2010K-1863,1235460
PRJNA198431,PRJNA187030,Raoultella ornithinolytica B6,1286170
PRJNA198432,PRJNA39215,Vibrio phage douglas 12A4,573171
PRJNA198433,PRJNA39217,Vibrio phage helene 12B3,573173
PRJNA198434,PRJNA39219,Vibrio phage martha 12B12,573175
PRJNA198435,PRJNA40641,Vibrio phage henriette 12B8,573174
PRJNA198436,PRJNA53297,Cyanophage P-RSM1,536444
PRJNA198437,PRJNA53305,Cyanophage Syn30,536474
PRJNA198524,PRJNA81129,Propionibacterium acnes HL096PA1,1134454
PRJNA198525,PRJNA188690,Mycoplasma putrefaciens Mput9231,1292033
PRJNA198526,PRJNA196343,Meiothermus ruber DSM 1279,504728
PRJNA198643,PRJNA182150,Chlamydia trachomatis L2/434/Bu(i),1263406
PRJNA198644,PRJNA182165,Chlamydia trachomatis L2/434/Bu(f),1262673
PRJNA198710,PRJNA188384,Escherichia coli str. K-12 substr. MG1655,511145
PRJNA198711,PRJNA185399,Streptococcus agalactiae PR06,1279012
PRJNA198746,PRJNA157919,Salmonella enterica subsp. enterica serovar Typhimurium str. U288,1171376
PRJNA198767,PRJNA176302,Wolbachia endosymbiont of Drosophila simulans wNo,1236908
PRJNA198768,PRJNA176303,Wolbachia endosymbiont of Drosophila simulans wHa,1236909
PRJNA198769,PRJNA196475,Mannheimia haemolytica M42548,1316932
PRJNA198780,PRJNA60369,Maylandia zebra,106582
PRJNA198787,PRJNA194077,Liriodendron tulipifera,3415
PRJNA198829,PRJNA186698,Azotobacter vinelandii CA,1283330
PRJNA198830,PRJNA186699,Azotobacter vinelandii CA6,1283331
PRJNA198911,PRJNA47685,Yersinia pestis,632
PRJNA198912,PRJNA441,Pasteuria nishizawae str. North American,238030
PRJNA198915,PRJNA72037,Streptococcus mutans TCI-179,1074146
PRJNA198916,PRJNA72039,Streptococcus mutans TCI-187,1074148
PRJNA198917,PRJNA72041,Streptococcus mutans TCI-191,1074149
PRJNA198918,PRJNA72045,Streptococcus mutans TCI-196,1074151
PRJNA198919,PRJNA72049,Streptococcus mutans TCI-201,1074153
PRJNA198920,PRJNA72051,Streptococcus mutans TCI-202,1074154
PRJNA198921,PRJNA72053,Streptococcus mutans TCI-204,1074155
PRJNA198922,PRJNA72055,Streptococcus mutans TCI-210,1074156
PRJNA198923,PRJNA72057,Streptococcus mutans TCI-212,1074157
PRJNA198924,PRJNA72061,Streptococcus mutans TCI-218,1074159
PRJNA198925,PRJNA72063,Streptococcus mutans TCI-219,1074160
PRJNA198926,PRJNA72065,Streptococcus mutans TCI-220,1074161
PRJNA198927,PRJNA72067,Streptococcus mutans TCI-222,1074162
PRJNA198928,PRJNA72069,Streptococcus mutans TCI-223,1074163
PRJNA198929,PRJNA72071,Streptococcus mutans TCI-224,1074164
PRJNA198930,PRJNA72073,Streptococcus mutans TCI-227,1074165
PRJNA198931,PRJNA72075,Streptococcus mutans TCI-228,1074166
PRJNA198932,PRJNA72077,Streptococcus mutans TCI-234,1074167
PRJNA198933,PRJNA72079,Streptococcus mutans TCI-239,1074168
PRJNA198934,PRJNA72081,Streptococcus mutans TCI-242,1074169
PRJNA198935,PRJNA72083,Streptococcus mutans TCI-243,1074170
PRJNA198936,PRJNA72085,Streptococcus mutans TCI-244,1074171
PRJNA198937,PRJNA72087,Streptococcus mutans TCI-249,1074173
PRJNA198938,PRJNA72089,Streptococcus mutans TCI-256,1074175
PRJNA198939,PRJNA72091,Streptococcus mutans TCI-260,1074176
PRJNA198940,PRJNA72093,Streptococcus mutans TCI-264,1074177
PRJNA198941,PRJNA72095,Streptococcus mutans TCI-267,1074178
PRJNA198942,PRJNA72097,Streptococcus mutans TCI-268,1074179
PRJNA198943,PRJNA72099,Streptococcus mutans TCI-278,1074180
PRJNA198944,PRJNA72101,Streptococcus mutans TCI-279,1074181
PRJNA198945,PRJNA72103,Streptococcus mutans TCI-280,1074182
PRJNA198946,PRJNA72105,Streptococcus mutans TCI-289,1074183
PRJNA198947,PRJNA72107,Streptococcus mutans TCI-292,1074184
PRJNA198948,PRJNA72109,Streptococcus mutans TCI-294,1074185
PRJNA198949,PRJNA72111,Streptococcus mutans TCI-298,1074186
PRJNA198950,PRJNA72115,Streptococcus mutans TCI-30,1074190
PRJNA198951,PRJNA71947,Streptococcus mutans TCI-399,1074092
PRJNA198952,PRJNA71949,Streptococcus mutans TCI-400,1074093
PRJNA198953,PRJNA71955,Streptococcus mutans TCI-51,1074100
PRJNA198954,PRJNA71957,Streptococcus mutans TCI-62,1074101
PRJNA198955,PRJNA71959,Streptococcus mutans TCI-70,1074102
PRJNA198956,PRJNA71961,Streptococcus mutans TCI-75,1074104
PRJNA198957,PRJNA71963,Streptococcus mutans TCI-78,1074105
PRJNA198958,PRJNA71965,Streptococcus mutans TCI-82,1074106
PRJNA198959,PRJNA71967,Streptococcus mutans TCI-85,1074107
PRJNA198960,PRJNA71969,Streptococcus mutans TCI-86,1074108
PRJNA198961,PRJNA71971,Streptococcus mutans TCI-92,1074109
PRJNA198962,PRJNA71973,Streptococcus mutans TCI-96,1074111
PRJNA198963,PRJNA71975,Streptococcus mutans TCI-99,1074112
PRJNA198964,PRJNA71265,Streptomyces sp. TOR3209,1073567
PRJNA198966,PRJNA73857,Pseudomonas syringae pv. actinidiae CFBP 7286,1094176
PRJNA198967,PRJNA73861,Pseudomonas syringae pv. actinidiae KW41,1094177
PRJNA198968,PRJNA73865,Pseudomonas syringae pv. actinidiae PA459,1094178
PRJNA198969,PRJNA73569,Lactococcus garvieae TB25,1091040
PRJNA198970,PRJNA73567,Lactococcus garvieae LG9,1091039
PRJNA198971,PRJNA74289,Stenotrophomonas maltophilia RR-10,1095923
PRJNA198972,PRJNA74741,Pseudomonas stutzeri SDM-LAC,1109445
PRJNA198974,PRJNA75359,Pseudomonas syringae pv. actinidiae CH2010-6,1108968
PRJNA198975,PRJNA74015,Fluoribacter dumoffii NY 23,1094715
PRJNA198976,PRJNA76791,Rhodococcus rhodochrous BKS6-46,1114961
PRJNA198977,PRJNA76807,Actinoalloteichus spitiensis RMV-1378,1114962
PRJNA198978,PRJNA77215,Pseudomonas chlororaphis subsp. chlororaphis GP72,1117110
PRJNA198979,PRJNA68575,Mycobacterium avium subsp. paratuberculosis JQ5,1051629
PRJNA198981,PRJNA77679,Pseudoalteromonas haloplanktis ATCC 14393,1117315
PRJNA198982,PRJNA167147,Candidatus Phytoplasma,33926
PRJNA198983,PRJNA127369,Actinomyces massiliensis 4401292,1167628
PRJNA198984,PRJNA86617,Bartonella birtlesii IBS 325,1095900
PRJNA198985,PRJNA167043,Acinetobacter venetianus RAG-1 = CIP 110063,1191460
PRJNA198986,PRJNA168078,Arthrobacter sp. M2012083,1197706
PRJNA198987,PRJNA158391,Neisseria meningitidis NMB,1172206
PRJNA198988,PRJNA168054,Microbacterium barkeri 2011-R4,1197720
PRJNA198989,PRJNA167473,Yersinia pestis 2501,1194970
PRJNA198990,PRJNA159701,Mycobacterium abscessus M139,1175632
PRJNA198991,PRJNA159789,Mycobacterium abscessus M152,1176125
PRJNA198992,PRJNA159885,Mycobacterium abscessus M156,1185414
PRJNA198993,PRJNA159703,Mycobacterium abscessus M148,1175633
PRJNA198994,PRJNA40077,Rhodobacter sphaeroides 2.4.1,272943
PRJNA198995,PRJNA167984,Rickettsia australis str. Phillips,1196662
PRJNA198996,PRJNA168606,Clostridium beijerinckii G117,1200349
PRJNA198997,PRJNA167232,Leptospira wolffii serovar Khorat str. Khorat-H2,1193069
PRJNA198998,PRJNA167231,Leptospira noguchii serovar Panama str. CZ214,1001595
PRJNA198999,PRJNA167230,Leptospira fainei serovar Hurstbridge str. BUT 6,1193011
PRJNA199000,PRJNA168459,Pseudoalteromonas sp. NJ631,493915
PRJNA199001,PRJNA169017,Moritella dasanensis ArB 0140,1201293
PRJNA199003,PRJNA169519,Pandoraea sp. B-6,1204340
PRJNA199004,PRJNA159633,Streptomyces sp. SS,260742
PRJNA199005,PRJNA169653,Vibrio breoganii 1C10,1205908
PRJNA199006,PRJNA168597,Pseudomonas stutzeri XLDN-R,1200345
PRJNA199007,PRJNA168657,Brevibacillus brevis X23,1200792
PRJNA199008,PRJNA77629,actinobacterium SCGC AAA278-O22,932044
PRJNA199009,PRJNA77811,actinobacterium SCGC AAA023-J06,932038
PRJNA199010,PRJNA80887,Rhizobium leguminosarum bv. viciae TOM,935553
PRJNA199011,PRJNA81743,Rhizobium leguminosarum bv. trifolii SRDI565,935549
PRJNA199012,PRJNA82095,alpha proteobacterium SCGC AAA280-P20,938665
PRJNA199013,PRJNA82097,alpha proteobacterium SCGC AAA027-J10,938631
PRJNA199014,PRJNA82099,alpha proteobacterium SCGC AAA027-L15,938633
PRJNA199015,PRJNA82173,alpha proteobacterium SCGC AAA280-B11,938663
PRJNA199016,PRJNA82187,Actinopolyspora halophila DSM 43834,1089546
PRJNA199017,PRJNA82285,Sphingomonas melonis C3,1090316
PRJNA199018,PRJNA82617,Methanocaldococcus villosus KIN24-T80,1069083
PRJNA199019,PRJNA82743,Amycolatopsis methanolica 239,1068978
PRJNA199020,PRJNA84327,Rhizobium leguminosarum bv. viciae WSM1481,935554
PRJNA199021,PRJNA89687,Rhizobium leguminosarum bv. trifolii SRDI943,935550
PRJNA199022,PRJNA160043,Paracoccus sp. N5,1101189
PRJNA199023,PRJNA165219,zeta proteobacterium SCGC AB-604-O16,1131290
PRJNA199024,PRJNA165237,Verrucomicrobia bacterium SCGC AB-629-E09,1131271
PRJNA199025,PRJNA165313,Cupriavidus taiwanensis STM 6070,1040979
PRJNA199026,PRJNA165337,Sinorhizobium medicae WSM1369,1041149
PRJNA199027,PRJNA165355,Teredinibacter turnerae T8602,1056817
PRJNA199028,PRJNA165361,Aggregatibacter actinomycetemcomitans DSM 8324,1120957
PRJNA199029,PRJNA165371,Corynebacterium capitovis DSM 44611,1121354
PRJNA199030,PRJNA165375,Corynebacterium ciconiae DSM 44920,1121356
PRJNA199031,PRJNA165377,Corynebacterium doosanense CAU 212 = DSM 45436,558173
PRJNA199032,PRJNA165381,Corynebacterium ulceribovis DSM 45146,1121370
PRJNA199033,PRJNA165397,Kribbella catacumbae DSM 19601,1122138
PRJNA199034,PRJNA165413,Oenococcus oeni DSM 20252 = AWRIB129,1122618
PRJNA199035,PRJNA165415,Oligella urethralis DSM 7531,1122620
PRJNA199036,PRJNA165425,Porphyromonas somerae DSM 23386,1122975
PRJNA199037,PRJNA165439,Streptococcus ferus DSM 20646,1123303
PRJNA199038,PRJNA165455,Thiothrix disciformis DSM 14473,1123399
PRJNA199039,PRJNA165469,crenarchaeote SCGC AAA261-C22,1130299
PRJNA199040,PRJNA165471,crenarchaeote SCGC AAA261-F05,1130300
PRJNA199041,PRJNA165473,crenarchaeote SCGC AAA261-G18,1130301
PRJNA199042,PRJNA165475,crenarchaeote SCGC AAA261-L14,1130302
PRJNA199043,PRJNA165477,crenarchaeote SCGC AAA261-N13,1130304
PRJNA199044,PRJNA165491,euryarchaeote SCGC AAA261-E04,1130317
PRJNA199045,PRJNA165493,euryarchaeote SCGC AAA261-G15,1130318
PRJNA199046,PRJNA165503,Marine Group II euryarchaeote SCGC AB-629-J06,1131268
PRJNA199047,PRJNA165509,alpha proteobacterium SCGC AB-629-F11,1131277
PRJNA199048,PRJNA165511,alpha proteobacterium SCGC AB-629-G21,1131276
PRJNA199049,PRJNA165543,crenarchaeote SCGC AAA261-L22,1130303
PRJNA199050,PRJNA165545,crenarchaeote SCGC AAA261-N23,1130305
PRJNA199051,PRJNA165557,gamma proteobacterium SCGC AB-629-K02,1131275
PRJNA199052,PRJNA165565,Lactobacillus casei UW4,1051661
PRJNA199053,PRJNA165571,Methylobacterium sp. 88A,1131813
PRJNA199054,PRJNA165595,Nitrospina sp. AB-629-B06,1131270
PRJNA199055,PRJNA165597,Nitrospina sp. AB-629-B18,1131269
PRJNA199056,PRJNA165619,SAR324 cluster bacterium SCGC AB-629-J17,1131278
PRJNA199057,PRJNA165621,SAR324 cluster bacterium SCGC AB-629-O05,1131279
PRJNA199058,PRJNA165623,Marinimicrobia bacterium SCGC AB-629-J13,1131273
PRJNA199060,PRJNA169689,Methylobacter sp. UW 659-2-G11,1206097
PRJNA199063,PRJNA169694,Oxalobacteraceae bacterium JGI 0001004-K23,1157679
PRJNA199064,PRJNA169695,Oxalobacteraceae bacterium JGI 0001004-J12,1157678
PRJNA199065,PRJNA169696,Sulfurovum sp. SCGC AAA036-F05,1218800
PRJNA199066,PRJNA169704,Caulobacter sp. JGI 0001013-O16,1157681
PRJNA199067,PRJNA169710,Martelella mediterranea DSM 17316,1122214
PRJNA199068,PRJNA169711,Rhizobium leguminosarum bv. viciae Ps8,1079454
PRJNA199069,PRJNA169721,Dysgonomonas mossii DSM 22836,742767
PRJNA199070,PRJNA169729,Novosphingobium nitrogenifigens DSM 19370,983920
PRJNA199071,PRJNA169731,Thiobacillus denitrificans DSM 12475,1123392
PRJNA199072,PRJNA169732,Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896,1121022
PRJNA199073,PRJNA169736,Desulfurispora thermophila DSM 16022,1121472
PRJNA199074,PRJNA169746,Streptomyces sp. FxanaC1,1157640
PRJNA199075,PRJNA169747,Sinorhizobium meliloti 4H41,1041151
PRJNA199076,PRJNA169759,Streptomyces sp. LaPpAH-95,1157632
PRJNA199077,PRJNA169760,Porphyromonas bennonis DSM 23058,1122971
PRJNA199078,PRJNA169763,Bacteroides propionicifaciens DSM 19291,1121099
PRJNA199079,PRJNA169765,Streptococcus mutans DSM 20523,1123310
PRJNA199080,PRJNA169797,Thermus igniterrae ATCC 700962,1123388
PRJNA199081,PRJNA169800,Peptoclostridium difficile ATCC 9689 = DSM 1296,1121308
PRJNA199082,PRJNA169803,Caulobacter sp. JGI 0001013-D04,1157680
PRJNA199083,PRJNA169804,Staphylococcus sp. JGI 0001002-I23,1157683
PRJNA199084,PRJNA169805,Rhizobium sp. JGI 0001005-K05,1157686
PRJNA199086,PRJNA169809,Corynebacterium mastitidis DSM 44356,1121365
PRJNA199087,PRJNA169811,Corynebacterium propinquum DSM 44285,1121367
PRJNA199088,PRJNA169812,Wohlfahrtiimonas chitiniclastica DSM 18708,1123502
PRJNA199089,PRJNA169818,Desulfovibrio oxyclinae DSM 11498,1121459
PRJNA199090,PRJNA169819,Kordiimonas gwangyangensis DSM 19435,1122137
PRJNA199091,PRJNA169820,Gracilimonas tropica DSM 19535,1121930
PRJNA199092,PRJNA169824,Balneola vulgaris DSM 17893,1121104
PRJNA199093,PRJNA170085,Haladaptatus paucihalophilus DX253,797209
PRJNA199094,PRJNA170086,bacterium UW 659-2-F09,1207071
PRJNA199096,PRJNA174171,Alicyclobacillus pohliae DSM 22757,1120973
PRJNA199097,PRJNA174970,Acaricomes phytoseiuli DSM 14247,1120917
PRJNA199098,PRJNA174983,Campylobacter curvus DSM 6644,1121268
PRJNA199099,PRJNA176572,Thioalkalivibrio sp. ALJ11,1158760
PRJNA199100,PRJNA176575,Thioalkalivibrio sp. ALJ7,1158756
PRJNA199101,PRJNA178477,Metascardovia criceti DSM 17774,1122228
PRJNA199102,PRJNA178482,Thioalkalivibrio sp. AKL6,1158154
PRJNA199103,PRJNA182389,Henriciella marina DSM 19595,1121949
PRJNA199104,PRJNA182391,Leeia oryzae DSM 17879,1122158
PRJNA199105,PRJNA182394,Methanothermococcus thermolithotrophicus DSM 2095,523845
PRJNA199106,PRJNA182401,Demetria terragena DSM 11295,1121385
PRJNA199107,PRJNA182405,Hahella ganghwensis DSM 17046,1121935
PRJNA199108,PRJNA182411,Thioalkalivibrio sp. ALE14,1158168
PRJNA199109,PRJNA182439,Smaragdicoccus niigatensis DSM 44881 = NBRC 103563,1123258
PRJNA199110,PRJNA182440,Streptococcus henryi DSM 19005,1123304
PRJNA199111,PRJNA182441,Streptococcus minor DSM 17118,1123309
PRJNA199112,PRJNA183026,Thioalkalivibrio sp. ALMg9,1266912
PRJNA199113,PRJNA183360,Microbacterium sp. 292MF,1151122
PRJNA199114,PRJNA185216,Thioalkalivibrio sp. ALJ9,1158758
PRJNA199115,PRJNA185234,Thioalkalivibrio sp. AKL8,1158156
PRJNA199116,PRJNA185240,Gordonia kroppenstedtii DSM 45133,468556
PRJNA199117,PRJNA185241,Kaistia granuli DSM 23481,1122132
PRJNA199118,PRJNA185292,Microbacterium paraoxydans 77MFTsu3.2,1151126
PRJNA199119,PRJNA185297,Microbulbifer variabilis ATCC 700307,1279017
PRJNA199120,PRJNA188330,Leifsonia sp. 109,1150399
PRJNA199121,PRJNA192281,Aigarchaeota archaeon SCGC AAA471-A16,1052823
PRJNA199122,PRJNA192282,Crenarchaeota archaeon SCGC AAA471-B05,1052801
PRJNA199123,PRJNA192286,Fervidibacteria bacterium SCGC AAA471-D06,1052808
PRJNA199124,PRJNA192290,Cloacimonetes bacterium JGI 0000039-A21,1047069
PRJNA199125,PRJNA192293,Cloacimonetes bacterium JGI 0000039-G13,1047070
PRJNA199126,PRJNA192295,Hydrogenedentes bacterium JGI 0000039-J10,1046982
PRJNA199127,PRJNA192315,Cloacimonetes bacterium JGI 0000039-P09,1047077
PRJNA199128,PRJNA192345,Candidatus Microgenomatus auricola SCGC AAA011-E14,1047003
PRJNA199129,PRJNA192356,Parcubacteria bacterium SCGC AAA011-A08,1046985
PRJNA199130,PRJNA192357,Aenigmarchaeota archaeon SCGC AAA011-F07,1046938
PRJNA199131,PRJNA192359,Parcubacteria bacterium SCGC AAA011-J21,1046989
PRJNA199132,PRJNA192360,Nanoarchaeota archaeon SCGC AAA011-L22,1046946
PRJNA199133,PRJNA192398,Atribacteria bacterium SCGC AAA252-M02,913317
PRJNA199134,PRJNA165241,Dehalobacter sp. FTH1,1035308
PRJNA199135,PRJNA165267,actinobacterium SCGC AAA024-D14,932039
PRJNA199136,PRJNA165275,alpha proteobacterium SCGC AAA024-N17,938623
PRJNA199137,PRJNA74391,Sinorhizobium medicae WSM1115,935558
PRJNA199138,PRJNA74469,Desulfitobacterium hafniense TCP-A,872024
PRJNA199139,PRJNA74471,Salinispora pacifica DSM 45548,999544
PRJNA199140,PRJNA75077,Salinispora pacifica DSM 45544,999543
PRJNA199141,PRJNA77631,actinobacterium SCGC AAA278-I18,938557
PRJNA199142,PRJNA77633,actinobacterium SCGC AAA044-N04,932043
PRJNA199143,PRJNA77735,actinobacterium SCGC AAA028-A23,932036
PRJNA199144,PRJNA77749,actinobacterium SCGC AAA023-D18,932037
PRJNA199145,PRJNA78015,Methyloversatilis universalis EHg5,999628
PRJNA199146,PRJNA81091,Thioalkalivibrio thiocyanodenitrificans ARhD 1,713586
PRJNA199147,PRJNA83955,Ensifer sp. BR816,1057002
PRJNA199148,PRJNA84253,Rhizobium leguminosarum bv. phaseoli 4292,936350
PRJNA199149,PRJNA84255,Orenia marismortui DSM 5156,926561
PRJNA199150,PRJNA86073,Sphingomonas melonis DAPP-PG 224,1090320
PRJNA199151,PRJNA87031,Salinispora pacifica DSM 45549,999545
PRJNA199152,PRJNA88127,Halomicrobium katesii DSM 19301,1069082
PRJNA199153,PRJNA88639,Methylobacterium sp. WSM2598,398261
PRJNA199154,PRJNA157217,Methylosinus sp. LW4,136993
PRJNA199155,PRJNA162247,Bradyrhizobium elkanii USDA 76,398525
PRJNA199156,PRJNA163003,Teredinibacter turnerae T7902,1056820
PRJNA199157,PRJNA163027,Capnocytophaga cynodegmi DSM 19736,926551
PRJNA199158,PRJNA165211,zeta proteobacterium SCGC AB-604-B04,1131289
PRJNA199159,PRJNA165213,zeta proteobacterium SCGC AB-137-C09,1131284
PRJNA199160,PRJNA165215,zeta proteobacterium SCGC AB-137-J06,1131286
PRJNA199161,PRJNA165217,zeta proteobacterium SCGC AB-602-E04,1131288
PRJNA199162,PRJNA165221,zeta proteobacterium SCGC AB-133-C04,1131283
PRJNA199163,PRJNA165223,zeta proteobacterium SCGC AB-137-I08,1131285
PRJNA199164,PRJNA165225,zeta proteobacterium SCGC AB-133-G06,1131282
PRJNA199165,PRJNA165227,zeta proteobacterium SCGC AB-602-C20,1131287
PRJNA199166,PRJNA165235,Verrucomicrobium sp. 3C,1134055
PRJNA199167,PRJNA165243,Gallionella sp. SCGC AAA018-N21,1131291
PRJNA199168,PRJNA165245,Mariprofundus ferrooxydans M34,1188231
PRJNA199169,PRJNA165249,Corynebacterium lubricantis DSM 45231,1121363
PRJNA199170,PRJNA165251,Fangia hongkongensis FSC776 = DSM 21703,1089439
PRJNA199171,PRJNA165255,Sciscionella marina DSM 45152,1123244
PRJNA199172,PRJNA165257,Wenxinia marina DSM 24838,1123501
PRJNA199173,PRJNA165259,Desulfitobacterium hafniense PCP-1,1090321
PRJNA199174,PRJNA165285,Lamprocystis purpurea DSM 4197,765909
PRJNA199175,PRJNA165291,Acetobacter aceti ATCC 23746,663932
PRJNA199176,PRJNA165301,Cupriavidus sp. UYPR2.512,1080187
PRJNA199177,PRJNA165325,Bradyrhizobium sp. WSM2793,1038866
PRJNA199178,PRJNA165331,Rhizobium giardinii bv. giardinii H152,1041139
PRJNA199179,PRJNA165357,Actinomycetospora chiangmaiensis DSM 45062,1120948
PRJNA199180,PRJNA165359,Actinoplanes globisporus DSM 43857,1120949
PRJNA199181,PRJNA165367,Butyricimonas synergistica DSM 23225,1121129
PRJNA199182,PRJNA165369,Catelliglobosispora koreensis DSM 44566,1121272
PRJNA199183,PRJNA165373,Corynebacterium caspium DSM 44850,1121355
PRJNA199184,PRJNA165383,Cytophaga aurantiaca DSM 3654,1121373
PRJNA199185,PRJNA165387,Enterococcus cecorum DSM 20682 = ATCC 43198,1121864
PRJNA199186,PRJNA165391,Flexithrix dorotheae DSM 6795,1121904
PRJNA199187,PRJNA165393,Gallibacterium anatis DSM 16844 = F 149,1121910
PRJNA199188,PRJNA165399,Lewinella cohaerens DSM 23179,1122176
PRJNA199189,PRJNA165405,Longispora albida DSM 44784,1122182
PRJNA199190,PRJNA165407,Moraxella boevrei DSM 14165,1122243
PRJNA199191,PRJNA165409,Mycobacterium hassiacum DSM 44199,1122247
PRJNA199192,PRJNA165411,Nonomuraea coxensis DSM 45129,1122611
PRJNA199193,PRJNA165419,Pasteurella pneumotropica DSM 21403,1122936
PRJNA199194,PRJNA165421,Porphyromonas levii DSM 23370,1122973
PRJNA199195,PRJNA165423,Porphyromonas macacae DSM 20710,1122974
PRJNA199196,PRJNA165427,Prevotella nanceiensis DSM 19126,1122988
PRJNA199197,PRJNA165433,Streptococcus caballi DSM 19004,1123298
PRJNA199198,PRJNA165435,Streptococcus didelphis DSM 15616,1123301
PRJNA199199,PRJNA165437,Streptococcus entericus DSM 14446,1123302
PRJNA199200,PRJNA165441,Streptococcus marimammalium DSM 18627,1123306
PRJNA199201,PRJNA165443,Streptococcus massiliensis DSM 18628,1123307
PRJNA199202,PRJNA165445,Streptococcus merionis DSM 19192,1123308
PRJNA199203,PRJNA165447,Streptococcus orisratti DSM 15617,1123311
PRJNA199204,PRJNA165449,Streptococcus ovis DSM 16829,1123312
PRJNA199205,PRJNA165451,Streptococcus thoraltensis DSM 12221,1123318
PRJNA199206,PRJNA165453,Streptomyces scabrisporus DSM 41855,1123320
PRJNA199207,PRJNA165457,Streptomyces vitaminophilus DSM 41686,1123322
PRJNA199208,PRJNA165461,Thiothrix flexilis DSM 14609,1123400
PRJNA199209,PRJNA165513,Ancylobacter sp. FA202,1111106
PRJNA199210,PRJNA165517,Bacillus sp. 37MA,1132442
PRJNA199211,PRJNA165547,filamentous cyanobacterium ESFC-1,1128427
PRJNA199212,PRJNA165559,gamma proteobacterium SCGC AB-629-P17,1131274
PRJNA199213,PRJNA165567,Marinobacter lipolyticus BF04_CF-4,1046724
PRJNA199214,PRJNA165573,Methylocystis rosea SV97,1132444
PRJNA199215,PRJNA165581,Methylosarcina fibrata AML-C10,1132443
PRJNA199216,PRJNA165591,Methyloversatilis sp. NVD,1117409
PRJNA199217,PRJNA165601,Candidatus Pelagibacter ubique HTCC1016,1115650
PRJNA199218,PRJNA169685,Teredinibacter turnerae T0609,1206095
PRJNA199219,PRJNA169686,Burkholderia sp. WSM4176,935543
PRJNA199220,PRJNA169687,Hoeflea sp. 108,1116369
PRJNA199221,PRJNA169692,Burkholderia sp. JPY251,667585
PRJNA199222,PRJNA169697,Burkholderia sp. JPY347,667632
PRJNA199223,PRJNA169700,Rhizobium gallicum bv. gallicum R602sp,1041138
PRJNA199224,PRJNA169703,Leptotrichia shahii DSM 19757,1122172
PRJNA199225,PRJNA169706,Enterococcus columbae DSM 7374 = ATCC 51263,1121865
PRJNA199226,PRJNA169707,Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,1121098
PRJNA199227,PRJNA169708,Lewinella persica DSM 23188,1122179
PRJNA199228,PRJNA169713,Bradyrhizobium sp. WSM4349,1040988
PRJNA199229,PRJNA169715,Thermus oshimai DSM 12092,1123390
PRJNA199230,PRJNA169717,Prevotella paludivivens DSM 17968,1122990
PRJNA199231,PRJNA169719,Meiothermus timidus DSM 17022,1122223
PRJNA199232,PRJNA169720,Streptomyces sp. LaPpAH-202,1155716
PRJNA199233,PRJNA169722,Echinicola pacifica DSM 19836,1121859
PRJNA199234,PRJNA169723,Pontibacter roseus DSM 17521,1122967
PRJNA199235,PRJNA169724,Rhizobium leguminosarum bv. viciae Vc2,1090946
PRJNA199236,PRJNA169725,Streptomyces sp. CcalMP-8W,1155715
